news_id,headline,body_text,source,label
1098,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
1099,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,BBC,Real
1100,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1101,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1102,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,BBC,Fake
1103,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1104,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Unknown News,Fake
1105,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1106,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,Fake
1107,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
1108,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,CNN,Fake
1109,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1110,New metro rail launched in Dhaka,The news went viral on social media after noon.,Daily Star,Fake
1111,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1112,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Unknown News,Real
1113,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,Fake
1114,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,BBC,Real
1115,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,Fake
1116,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1117,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1118,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,CNN,Real
1119,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Real
1120,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1121,Global economy faces recession,Experts believe this is a significant technological advancement.,CNN,Real
1122,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,Fake
1123,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1124,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,Real
1125,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,Real
1126,Bangladesh wins the World Cup,The news went viral on social media after noon.,Unknown News,Real
1127,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1128,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1129,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1130,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
1131,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Daily Star,Fake
1132,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
1133,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Reuters,Fake
1134,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,Real
1135,Global economy faces recession,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1136,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Daily Star,Real
1137,Global economy faces recession,Residents claim they have never witnessed such an event before.,BBC,Real
1138,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,Fake
1139,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1140,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,Real
1141,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1142,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,Real
1143,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,Fake
1144,New virus outbreak sparks fear,The news went viral on social media after noon.,CNN,Real
1145,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
1146,New metro rail launched in Dhaka,The news went viral on social media after noon.,BBC,Real
1147,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1148,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Unknown News,Fake
1149,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1150,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
1151,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,BBC,Real
1152,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Daily Star,Real
1153,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
1154,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1155,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Unknown News,Real
1156,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Fake
1157,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1158,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Unknown News,Real
1159,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1160,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1161,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1162,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1163,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Unknown News,Real
1164,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,Real
1165,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1166,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1167,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,Fake
1168,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,Fake
1169,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1170,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1171,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1172,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,Real
1173,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1174,Government announces major job reforms,The news went viral on social media after noon.,Reuters,Fake
1175,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,Fake
1176,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1177,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1178,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
1179,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,Fake
1180,Bangladesh wins the World Cup,The news went viral on social media after noon.,Unknown News,Fake
1181,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1182,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,BBC,Fake
1183,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,Fake
1184,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1185,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,BBC,Real
1186,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
1187,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Reuters,Fake
1188,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,Fake
1189,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,Fake
1190,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,Real
1191,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1192,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1193,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,Real
1194,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,CNN,Real
1195,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1196,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Unknown News,Real
1197,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
1198,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,Real
1199,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
1200,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1201,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1202,New virus outbreak sparks fear,The news went viral on social media after noon.,Reuters,Real
1203,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1204,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,CNN,Fake
1205,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,Real
1206,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,CNN,Fake
1207,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,Real
1208,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Daily Star,Real
1209,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,Real
1210,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1211,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
1212,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1213,Government announces major job reforms,The news went viral on social media after noon.,Reuters,Fake
1214,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,BBC,Real
1215,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Daily Star,Fake
1216,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,Fake
1217,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,Fake
1218,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1219,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Unknown News,Real
1220,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,BBC,Fake
1221,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1222,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
1223,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1224,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1225,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,BBC,Fake
1226,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,CNN,Fake
1227,Government announces major job reforms,The news went viral on social media after noon.,CNN,Real
1228,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1229,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
1230,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Reuters,Fake
1231,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1232,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,Real
1233,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1234,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1235,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,Real
1236,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Reuters,Real
1237,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,Fake
1238,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
1239,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1240,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Unknown News,Fake
1241,Government announces major job reforms,The news went viral on social media after noon.,Reuters,Fake
1242,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,Fake
1243,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Reuters,Fake
1244,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
1245,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,Fake
1246,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
1247,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,BBC,Fake
1248,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1249,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1250,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,Fake
1251,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,CNN,Fake
1252,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,CNN,Real
1253,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,BBC,Fake
1254,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1255,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,Real
1256,New metro rail launched in Dhaka,The news went viral on social media after noon.,Unknown News,Real
1257,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1258,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
1259,New curriculum introduced in schools,The news went viral on social media after noon.,BBC,Real
1260,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,Real
1261,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Fake
1262,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,Fake
1263,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,Real
1264,Global economy faces recession,The news went viral on social media after noon.,BBC,Fake
1265,Bangladesh wins the World Cup,The news went viral on social media after noon.,CNN,Real
1266,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,Fake
1267,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,Real
1268,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1269,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,CNN,Real
1270,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1271,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1272,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1273,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1274,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1275,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,Fake
1276,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
1277,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,Fake
1278,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1279,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,Fake
1280,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1281,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1282,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1283,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,Real
1284,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1285,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,CNN,Real
1286,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1287,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1288,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1289,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
1290,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,Fake
1291,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,Real
1292,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Reuters,Fake
1293,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1294,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1295,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1296,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,Fake
1297,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
1298,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1299,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
1300,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
1301,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
1302,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1303,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,Fake
1304,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1305,Global economy faces recession,Local administration has visited the spot for further inspection.,Reuters,Real
1306,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
1307,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Reuters,Fake
1308,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,Fake
1309,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,CNN,Real
1310,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
1311,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,Fake
1312,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Reuters,Real
1313,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,Real
1314,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1315,Dengue situation worsens in the country,The news went viral on social media after noon.,BBC,Fake
1316,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1317,Global economy faces recession,Residents claim they have never witnessed such an event before.,BBC,Real
1318,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1319,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,Real
1320,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Reuters,Real
1321,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
1322,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
1323,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,Fake
1324,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1325,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,Real
1326,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,Fake
1327,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,BBC,Fake
1328,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
1329,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,Fake
1330,Bangladesh wins the World Cup,The news went viral on social media after noon.,CNN,Fake
1331,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
1332,Global economy faces recession,Local administration has visited the spot for further inspection.,CNN,Fake
1333,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1334,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Daily Star,Fake
1335,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1336,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1337,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
1338,Government announces major job reforms,Experts believe this is a significant technological advancement.,Unknown News,Fake
1339,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1340,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Unknown News,Fake
1341,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1342,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
1343,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1344,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,Real
1345,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
1346,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,BBC,Real
1347,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1348,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,CNN,Real
1349,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Unknown News,Real
1350,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Reuters,Real
1351,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Daily Star,Real
1352,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Unknown News,Real
1353,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Real
1354,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,BBC,Real
1355,New curriculum introduced in schools,The news went viral on social media after noon.,BBC,Real
1356,Global economy faces recession,Residents claim they have never witnessed such an event before.,Reuters,Real
1357,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Real
1358,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1359,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1360,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1361,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,Fake
1362,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,CNN,Real
1363,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Reuters,Real
1364,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1365,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
1366,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,Real
1367,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1368,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,Fake
1369,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,Fake
1370,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
1371,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1372,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1373,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Real
1374,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
1375,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Unknown News,Real
1376,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1377,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1378,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1379,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Unknown News,Real
1380,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1381,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,CNN,Real
1382,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,BBC,Real
1383,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1384,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1385,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1386,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1387,Global economy faces recession,Residents claim they have never witnessed such an event before.,CNN,Real
1388,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Daily Star,Fake
1389,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Reuters,Real
1390,Government announces major job reforms,The news went viral on social media after noon.,Daily Star,Fake
1391,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Unknown News,Real
1392,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1393,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Daily Star,Fake
1394,Government announces major job reforms,Local administration has visited the spot for further inspection.,Unknown News,Real
1395,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,BBC,Fake
1396,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,Real
1397,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1398,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1399,Global economy faces recession,Local administration has visited the spot for further inspection.,BBC,Real
1400,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1401,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,Fake
